"MAX_PLAN_DT","PLAN_CTRL_CD","PLAN_CTRL_NUM"
5/24/2000,"N","6811"
6/14/2000,"S","5295"
5/26/2000,"N","6813"
6/6/2000,"R","3465"
5/24/2000,"R","3457"
5/26/2000,"S","5299"
5/17/2000,"S","5220"
5/11/2000,"S","5279"
5/5/2000,"S","5224"
5/4/2000,"S","5272"
5/8/2000,"N","6794"
4/27/2000,"S","5268"
4/17/2000,"S","5256"
10/9/1980,"S","543"
4/13/2000,"N","6765"
3/31/2000,"R","3428"
3/31/2000,"S","5240"
4/10/2000,"S","5190"
4/13/2000,"S","5251"
3/28/2000,"R","3420"
4/3/2000,"N","6764"
3/22/2000,"N","6761"
3/22/2000,"S","5229"
3/10/2000,"N","6753"
2/29/2000,"S","5208"
3/6/2000,"N","6751"
7/15/1999,"S","5023"
2/16/2000,"S","5194"
2/16/2000,"N","6706"
2/3/2000,"S","5177"
2/7/2000,"N","6723"
2/4/2000,"S","5168"
1/28/2000,"S","5181"
1/19/2000,"S","5135"
1/14/2000,"S","5167"
12/20/1999,"N","6689"
12/13/1999,"S","5141"
1/10/2000,"N","6691"
1/10/2000,"N","6652"
1/12/2000,"R","3396"
12/2/1999,"S","5130"
1/5/2000,"S","5146"
1/5/2000,"N","6696"
12/2/1999,"S","5061"
12/10/1999,"S","5133"
12/14/1999,"N","6682"
12/3/1999,"N","6667"
12/2/1999,"N","6644"
7/29/1998,"S","4761"
11/22/1999,"S","5131"
11/4/1999,"N","6651"
12/2/1999,"N","6600"
12/3/1999,"N","6673"
10/26/1999,"N","6608"
10/29/1999,"N","6641"
11/4/1999,"N","6412"
11/1/1999,"S","5111"
10/18/1999,"S","5091"
11/15/1999,"S","5122"
10/19/1999,"R","3363"
8/25/1999,"N","6583"
10/20/1999,"S","5102"
10/20/1999,"N","6635"
10/18/1999,"N","6571"
9/27/1999,"R","3353"
10/13/1999,"N","6630"
10/1/1999,"S","5088"
10/4/1999,"S","5083"
10/6/1999,"R","3359"
8/3/1999,"S","5045"
9/10/1999,"R","3341"
9/29/1999,"S","5077"
8/12/1999,"R","3337"
9/22/1999,"N","6610"
8/20/1999,"N","6513"
9/3/1999,"N","6597"
9/3/1999,"S","4910"
9/13/1999,"S","5071"
8/23/1999,"N","6589"
8/24/1999,"N","6590"
8/5/1999,"N","6526"
3/5/1999,"N","6343"
7/26/1999,"N","6558"
7/26/1999,"N","6555"
7/26/1999,"N","6557"
7/29/1999,"N","6486"
7/29/1999,"N","6507"
7/13/1999,"S","5032"
7/15/1999,"R","3324"
12/22/1987,"N","2881"
4/15/1987,"R","1791"
7/6/1999,"R","3312"
3/7/1990,"U","661"
9/12/1990,"U","681"
10/1/1990,"U","685"
10/11/1990,"U","686"
2/15/1991,"U","710"
12/29/1987,"U","521"
5/18/1988,"U","546"
5/22/1979,"S","43"
8/5/1986,"U","455"
6/23/1987,"U","496"
4/19/1984,"U","336"
7/9/1984,"U","354"
7/30/1984,"U","356"
7/25/1985,"U","413"
8/3/1983,"U","307"
3/16/1987,"U","479"
12/31/1985,"U","428"
11/25/1987,"U","518"
11/14/1989,"U","642"
12/5/1989,"U","645"
3/7/1989,"U","590"
6/19/1989,"U","617"
6/21/1989,"U","618"
7/17/1987,"U","498"
3/7/1988,"U","532"
4/5/1985,"R","1385"
11/15/1988,"U","572"
10/11/1965,"U","422"
6/29/1999,"N","6541"
7/14/1989,"U","625"
9/18/1989,"U","633"
6/9/1999,"N","6527"
5/26/1999,"R","3300"
6/2/1999,"N","6519"
5/14/1999,"N","6508"
5/14/1999,"N","6472"
5/18/1999,"N","6444"
4/15/1999,"N","6433"
2/8/1999,"R","3276"
5/7/1999,"S","4985"
5/13/1999,"N","6484"
4/28/1999,"N","6494"
4/29/1999,"N","6495"
4/23/1999,"N","6032"
4/13/1999,"S","4984"
4/20/1999,"R","3297"
4/23/1999,"N","5918"
4/5/1999,"R","3291"
4/9/1999,"N","6480"
10/14/1998,"N","6325"
2/18/1999,"N","6432"
1/21/1999,"N","6404"
4/5/1999,"N","6474"
3/23/1999,"N","6459"
12/23/1998,"N","6383"
3/10/1999,"N","6446"
1/8/1999,"S","4929"
2/18/1999,"R","3282"
2/12/1999,"N","6425"
3/1/1999,"S","4960"
11/20/1998,"N","6351"
2/1/1999,"S","4946"
2/8/1999,"S","4950"
2/8/1999,"S","4951"
1/19/1999,"S","4936"
5/22/1998,"N","6193"
11/17/1998,"R","3259"
1/19/1999,"N","6400"
10/4/1988,"S","2184"
11/29/1988,"R","2261"
5/14/1986,"S","1838"
10/23/1986,"R","1695"
10/7/1987,"N","2825"
12/4/1987,"N","2867"
8/4/1980,"S","504"
10/5/1998,"N","6320"
10/21/1998,"N","6332"
12/7/1998,"N","6369"
12/11/1998,"N","6373"
1/6/1999,"R","3270"
1/8/1999,"N","6394"
1/3/1989,"R","2273"
11/9/1998,"R","3252"
11/13/1998,"R","3257"
11/17/1998,"S","4898"
11/17/1998,"S","4900"
11/20/1998,"S","4902"
11/23/1998,"N","6355"
12/1/1998,"S","4905"
12/4/1998,"N","6366"
12/7/1998,"S","4908"
9/16/1998,"S","4853"
9/24/1998,"N","6311"
9/30/1998,"S","4859"
9/30/1998,"S","4863"
10/13/1998,"S","4874"
8/19/1998,"N","6277"
8/21/1998,"N","6281"
8/21/1998,"S","4839"
8/31/1998,"R","3233"
9/1/1998,"R","3236"
9/8/1998,"N","6294"
7/20/1998,"N","6252"
7/21/1998,"S","4817"
7/24/1998,"R","3222"
8/6/1998,"N","6267"
8/7/1998,"S","4830"
8/12/1998,"N","6271"
6/22/1998,"N","6224"
6/23/1998,"S","4790"
6/30/1998,"S","4793"
7/8/1998,"N","6238"
7/8/1998,"S","4804"
7/10/1998,"N","6241"
7/15/1998,"N","6244"
5/19/1998,"S","4766"
5/26/1998,"N","6197"
6/10/1998,"N","6209"
6/11/1998,"N","6210"
6/12/1998,"S","4781"
6/16/1998,"S","4786"
4/23/1998,"N","6165"
4/23/1998,"S","4750"
5/14/1998,"S","4760"
5/13/1998,"S","4765"
5/11/1998,"N","6180"
3/31/1998,"N","6142"
4/6/1998,"S","4736"
3/31/1998,"N","6143"
4/8/1998,"N","6150"
4/10/1998,"N","6154"
4/16/1998,"S","4744"
3/6/1998,"S","4712"
3/12/1998,"S","4715"
2/4/1998,"S","4682"
2/12/1998,"R","3190"
2/13/1998,"S","4686"
2/20/1998,"N","6093"
2/20/1998,"S","4699"
1/12/1998,"N","6041"
1/16/1998,"S","4665"
1/20/1998,"N","6055"
1/20/1998,"S","4666"
1/26/1998,"N","6066"
1/26/1998,"N","6067"
1/27/1998,"S","4671"
1/29/1998,"R","3187"
12/8/1997,"S","4635"
12/12/1997,"S","4642"
12/16/1997,"S","4646"
12/18/1997,"N","6023"
1/8/1998,"R","3182"
12/18/1997,"S","4648"
12/22/1997,"N","6027"
12/29/1997,"S","4652"
1/7/1998,"N","6033"
1/7/1998,"N","6034"
11/6/1997,"S","4610"
11/6/1997,"N","5978"
11/17/1997,"R","3179"
11/21/1997,"N","5994"
11/24/1997,"S","4628"
12/3/1997,"S","4633"
10/20/1997,"S","4590"
10/22/1997,"N","5957"
10/23/1997,"S","4597"
10/24/1997,"N","5963"
10/28/1997,"S","4598"
11/3/1997,"S","4604"
11/3/1997,"N","5972"
11/4/1997,"S","4605"
10/24/1997,"R","3177"
11/6/1997,"S","4609"
9/25/1997,"N","5932"
10/1/1997,"S","4571"
10/2/1997,"N","5936"
10/14/1997,"N","5945"
10/14/1997,"S","4584"
10/15/1997,"R","3168"
8/25/1997,"R","3163"
8/25/1997,"N","5898"
8/26/1997,"S","4536"
8/28/1997,"N","5903"
9/2/1997,"S","4542"
9/3/1997,"N","5910"
9/11/1997,"N","5919"
9/12/1997,"S","4552"
9/16/1997,"S","4554"
9/17/1997,"S","4555"
9/18/1997,"S","4556"
7/30/1997,"N","5863"
8/12/1997,"N","5882"
8/20/1997,"S","4530"
8/20/1997,"N","5895"
7/7/1997,"N","5840"
7/11/1997,"S","4495"
7/14/1997,"N","5842"
7/16/1997,"S","4501"
7/21/1997,"N","5852"
7/22/1997,"N","5853"
7/28/1997,"S","4512"
6/10/1997,"S","4459"
6/10/1997,"S","4460"
6/12/1997,"R","3151"
6/12/1997,"S","4465"
6/18/1997,"S","4466"
6/12/1997,"R","3152"
6/19/1997,"N","5825"
6/23/1997,"N","5828"
6/23/1997,"N","5829"
6/25/1997,"S","4473"
6/25/1997,"S","4477"
6/26/1997,"N","5832"
7/1/1997,"S","4486"
5/14/1997,"S","4427"
5/16/1997,"S","4430"
5/19/1997,"S","4431"
5/20/1997,"S","4434"
5/20/1997,"N","5805"
5/27/1997,"S","4439"
6/5/1997,"N","5814"
5/1/1997,"R","3142"
5/8/1997,"N","5791"
5/12/1997,"S","4416"
5/12/1997,"N","5794"
5/12/1997,"N","5797"
5/13/1997,"N","5798"
5/13/1997,"R","3147"
5/14/1997,"N","5799"
11/14/1991,"S","2710"
11/26/1991,"N","4205"
11/27/1991,"R","2772"
12/9/1991,"S","2721"
12/11/1991,"S","2724"
12/13/1991,"N","4209"
12/16/1991,"N","4212"
12/20/1991,"R","2776"
9/26/1991,"N","4161"
10/1/1991,"R","2763"
10/22/1991,"N","4177"
11/4/1991,"N","4185"
11/5/1991,"S","2708"
11/5/1991,"N","4187"
11/6/1991,"N","4188"
11/8/1991,"N","4192"
8/6/1991,"N","4131"
8/13/1991,"R","2750"
8/14/1991,"S","2680"
8/14/1991,"N","4136"
8/14/1991,"S","2681"
8/16/1991,"S","2683"
8/16/1991,"N","4139"
8/28/1991,"S","2687"
9/3/1991,"N","4144"
9/17/1991,"N","4156"
9/20/1991,"N","4157"
6/17/1991,"N","4097"
6/28/1991,"N","4106"
7/8/1991,"R","2741"
7/22/1991,"N","4120"
7/24/1991,"N","4122"
8/1/1991,"N","4126"
5/10/1991,"R","2722"
5/15/1991,"R","2724"
5/21/1991,"N","4085"
5/23/1991,"N","4087"
5/29/1991,"R","2733"
5/29/1991,"R","2734"
6/5/1991,"S","2658"
4/12/1991,"R","2701"
4/19/1991,"R","2705"
4/22/1991,"S","2641"
4/23/1991,"N","4057"
4/23/1991,"N","4058"
5/6/1991,"N","4068"
3/8/1991,"R","2686"
3/11/1991,"S","2621"
3/22/1991,"R","2695"
3/26/1991,"N","4030"
4/4/1991,"N","4033"
4/4/1991,"N","4038"
4/5/1991,"N","4039"
4/8/1991,"N","4040"
2/1/1991,"N","3994"
2/4/1991,"R","2674"
2/5/1991,"N","3997"
2/20/1991,"S","2608"
2/28/1991,"N","4014"
1/2/1991,"S","2586"
1/4/1991,"R","2655"
1/7/1991,"R","2657"
1/11/1991,"S","2590"
1/15/1991,"N","3976"
1/22/1991,"S","2593"
1/22/1991,"S","2594"
1/22/1991,"N","3982"
1/24/1991,"S","2595"
1/25/1991,"R","2669"
12/7/1990,"N","3942"
12/10/1990,"S","2566"
12/10/1990,"S","2567"
12/11/1990,"N","3948"
12/14/1990,"R","2651"
12/17/1990,"S","2574"
11/5/1990,"R","2641"
11/13/1990,"N","3913"
11/19/1990,"N","3920"
11/27/1990,"N","3927"
10/1/1990,"R","2615"
10/1/1990,"S","2544"
10/10/1990,"N","3874"
10/12/1990,"R","2627"
10/15/1990,"N","3881"
10/22/1990,"N","3887"
10/23/1990,"S","2553"
10/23/1990,"R","2633"
10/24/1990,"N","3889"
10/24/1990,"N","3890"
10/25/1990,"N","3892"
9/7/1990,"S","2532"
9/11/1990,"N","3842"
9/12/1990,"R","2605"
9/13/1990,"N","3845"
9/17/1990,"S","2536"
9/17/1990,"N","3848"
9/24/1990,"N","3858"
9/24/1990,"N","3859"
9/25/1990,"R","2613"
9/28/1990,"S","2542"
9/28/1990,"S","2543"
8/1/1990,"R","2595"
8/1/1990,"S","2513"
8/3/1990,"N","3804"
8/6/1990,"N","3805"
8/8/1990,"N","3810"
8/21/1990,"N","3816"
8/21/1990,"S","2521"
8/22/1990,"N","3818"
8/22/1990,"S","2523"
8/23/1990,"N","3820"
8/27/1990,"N","3825"
8/28/1990,"N","3829"
8/29/1990,"N","3831"
7/3/1990,"N","3765"
7/11/1990,"S","2498"
7/20/1990,"S","2507"
7/26/1990,"R","2592"
7/27/1990,"N","3790"
7/27/1990,"N","3792"
7/30/1990,"N","3794"
6/11/1990,"N","3726"
6/12/1990,"S","2484"
6/13/1990,"S","2485"
6/18/1990,"N","3735"
6/20/1990,"S","2487"
6/20/1990,"S","2489"
6/25/1990,"N","3743"
6/27/1990,"N","3748"
7/2/1990,"N","3760"
5/15/1990,"R","2569"
5/24/1990,"S","2476"
5/25/1990,"N","3709"
5/29/1990,"R","2574"
5/29/1990,"N","3710"
5/29/1990,"S","2478"
5/31/1990,"N","3714"
6/4/1990,"S","2481"
6/7/1990,"N","3723"
4/11/1990,"S","2444"
4/18/1990,"R","2556"
4/19/1990,"N","3677"
4/20/1990,"R","2557"
4/23/1990,"R","2560"
4/23/1990,"N","3680"
4/27/1990,"S","2462"
5/7/1990,"R","2566"
5/9/1990,"S","2466"
3/21/1990,"N","3648"
3/23/1990,"S","2428"
3/27/1990,"N","3652"
3/30/1990,"N","3657"
3/30/1990,"S","2435"
4/4/1990,"S","2437"
4/6/1990,"S","2440"
4/6/1990,"N","3668"
4/9/1990,"R","2554"
2/16/1990,"N","3616"
3/5/1990,"N","3631"
3/5/1990,"N","3633"
3/5/1990,"N","3634"
3/8/1990,"S","2417"
3/13/1990,"R","2538"
1/18/1990,"S","2396"
1/23/1990,"R","2511"
2/1/1990,"N","3604"
10/1/1984,"S","1469"
8/26/1983,"N","1291"
1/21/1980,"S","353"
2/8/1980,"S","374"
1/8/1990,"N","3570"
1/12/1990,"N","3577"
1/17/1990,"N","3581"
1/18/1990,"N","3583"
5/27/1988,"N","3032"
7/16/1987,"N","2743"
8/8/1983,"N","1266"
5/9/1986,"S","1836"
4/1/1985,"S","1594"
9/9/1986,"S","1878"
4/29/1987,"S","1951"
7/20/1981,"S","683"
4/16/1981,"R","314"
1/18/1984,"N","1516"
11/19/1982,"R","719"
8/12/1988,"S","2163"
10/21/1988,"R","2232"
9/14/1987,"N","2786"
5/28/1985,"S","1633"
4/24/1985,"N","2117"
2/4/1986,"S","1798"
7/8/1988,"N","3079"
11/6/1987,"N","2849"
2/29/1988,"N","2935"
2/17/1988,"N","2923"
5/20/1987,"S","1964"
1/29/1981,"N","667"
2/27/1985,"S","1570"
12/6/1985,"S","1764"
11/16/1983,"S","1237"
8/22/1988,"R","2206"
11/16/1983,"R","952"
12/5/1985,"S","1762"
12/23/1985,"R","1549"
8/1/1983,"S","1174"
10/12/1982,"S","974"
7/2/1987,"S","1983"
5/14/1984,"S","1371"
6/19/1986,"N","2489"
5/26/1987,"N","2707"
6/19/1981,"R","362"
4/28/1983,"R","830"
12/4/1981,"S","758"
7/5/1985,"R","1432"
5/27/1986,"N","2479"
6/10/1988,"S","2146"
6/23/1988,"S","2151"
8/17/1988,"S","2164"
11/3/1987,"R","1977"
8/1/1988,"R","2188"
8/2/1988,"R","2192"
9/14/1987,"N","2787"
4/19/1988,"N","2990"
8/2/1984,"N","1774"
12/31/1984,"S","1532"
5/9/1988,"N","3009"
6/10/1988,"N","3048"
9/3/1987,"S","2014"
10/2/1987,"S","2029"
3/3/1988,"S","2085"
4/1/1988,"S","2102"
4/12/1988,"S","2107"
4/14/1988,"S","2111"
4/27/1988,"S","2122"
5/16/1988,"S","2131"
10/15/1982,"N","1097"
12/10/1981,"S","760"
11/18/1982,"S","1000"
6/9/1983,"S","1148"
11/8/1983,"S","1231"
12/30/1983,"S","1269"
6/28/1985,"S","1663"
7/11/1983,"R","872"
8/1/1980,"S","506"
2/4/1982,"S","799"
8/19/1983,"R","888"
10/26/1987,"N","2835"
12/11/1987,"N","2873"
12/21/1987,"N","2878"
9/10/1982,"R","666"
1/14/1983,"S","1035"
4/25/1983,"S","1116"
11/13/1987,"R","1992"
4/28/1988,"R","2117"
12/20/1982,"R","739"
12/10/1985,"N","2364"
5/20/1985,"N","2145"
3/12/1984,"N","1593"
10/15/1985,"S","1725"
2/14/1989,"R","2309"
6/8/1988,"N","3044"
9/23/1985,"S","1713"
7/6/1987,"R","1853"
11/23/1984,"R","1277"
8/15/1986,"R","1653"
6/1/1988,"N","3040"
7/25/1984,"R","1155"
3/26/1984,"S","1343"
8/4/1987,"N","2754"
8/13/1984,"N","1786"
8/31/1987,"N","2775"
6/13/1986,"N","2486"
8/21/1984,"N","1794"
6/24/1987,"R","1843"
8/22/1988,"R","2207"
8/20/1984,"S","1441"
1/27/1981,"N","664"
9/28/1984,"R","1224"
3/29/1984,"S","1346"
7/23/1980,"N","580"
12/18/1985,"S","1773"
8/2/1982,"R","632"
12/15/1983,"N","1461"
6/11/1982,"R","579"
2/17/1982,"N","901"
11/3/1981,"N","829"
6/28/1985,"S","1662"
2/8/1984,"R","1007"
8/5/1986,"S","1864"
3/11/1981,"N","709"
2/7/1984,"N","1540"
3/21/1988,"N","2960"
10/17/1985,"S","1728"
3/18/1988,"N","2955"
9/25/1984,"R","1221"
2/18/1988,"R","2057"
1/8/1986,"R","1558"
4/5/1982,"S","835"
8/16/1982,"R","640"
7/19/1988,"S","2159"
11/30/1984,"N","1931"
11/14/1988,"R","2252"
11/19/1984,"N","1916"
8/7/1984,"S","1374"
10/25/1984,"S","1595"
2/13/1985,"R","1342"
9/16/1987,"R","1905"
2/3/1984,"R","1005"
7/15/1985,"N","2217"
9/18/1987,"R","1919"
5/14/1984,"R","1092"
8/17/1982,"N","1064"
3/30/1983,"R","806"
9/2/1986,"N","2561"
8/7/1987,"N","2756"
9/14/1981,"R","425"
8/30/1982,"R","654"
5/18/1988,"S","2134"
4/1/1987,"S","1939"
5/4/1984,"N","1662"
8/23/1988,"R","2209"
10/3/1985,"N","2309"
10/1/1987,"N","2817"
3/4/1985,"R","1356"
3/30/1988,"S","2100"
2/8/1982,"N","895"
11/30/1981,"N","850"
10/19/1981,"N","820"
5/24/1985,"R","1408"
10/25/1988,"S","2199"
6/30/1988,"N","3070"
10/21/1988,"S","2196"
10/6/1988,"S","2188"
9/22/1988,"S","2175"
8/23/1988,"S","2166"
7/28/1988,"N","3091"
2/25/1985,"N","2040"
1/15/1988,"N","2903"
8/22/1985,"N","2271"
6/15/1988,"R","2159"
12/26/1984,"N","1948"
6/21/1985,"N","2185"
11/27/1985,"S","1760"
9/14/1988,"N","3133"
10/21/1988,"N","3154"
10/25/1988,"N","3158"
9/2/1988,"N","3119"
8/30/1988,"N","3114"
10/7/1988,"N","3145"
10/5/1988,"S","2185"
10/3/1988,"R","2228"
9/12/1988,"N","3126"
11/10/1988,"N","3161"
12/6/1988,"R","2263"
1/19/1989,"N","3212"
1/6/1989,"N","3200"
1/6/1989,"R","2276"
7/27/1988,"R","2185"
7/25/1984,"N","1763"
1/13/1988,"N","2900"
1/4/1989,"S","2218"
10/25/1988,"S","2200"
12/7/1988,"N","3185"
12/5/1988,"N","3180"
12/20/1988,"N","3190"
12/21/1988,"N","3194"
12/15/1988,"N","3188"
12/29/1988,"N","3197"
7/22/1988,"N","3087"
10/14/1988,"S","2192"
1/31/1989,"N","3219"
3/29/1989,"R","2352"
3/28/1989,"R","2350"
4/3/1989,"R","2353"
2/27/1989,"N","3236"
3/3/1988,"R","2072"
2/2/1989,"R","2298"
2/9/1989,"S","2226"
12/16/1987,"N","2876"
2/16/1989,"S","2232"
2/21/1989,"S","2236"
3/13/1989,"N","3249"
9/14/1988,"N","3131"
2/10/1989,"N","3226"
3/13/1989,"N","3250"
3/7/1989,"N","3243"
3/17/1989,"N","3261"
2/14/1989,"N","3228"
3/21/1989,"R","2346"
2/16/1989,"S","2234"
1/19/1989,"N","3208"
3/21/1989,"S","2244"
3/14/1989,"R","2338"
7/7/1986,"N","2514"
10/23/1989,"N","3481"
2/6/1989,"R","2300"
8/22/1986,"R","1658"
2/11/1988,"N","2920"
2/21/1989,"R","2316"
10/9/1987,"R","1943"
4/4/1984,"N","1635"
1/26/1989,"N","3217"
10/17/1988,"N","3151"
6/23/1987,"R","1842"
2/1/1989,"S","2224"
12/27/1989,"N","3559"
9/20/1988,"R","2221"
3/3/1989,"N","3242"
5/13/1987,"N","2698"
11/13/1989,"N","3507"
11/14/1989,"N","3512"
11/16/1989,"R","2479"
11/16/1989,"R","2480"
11/29/1989,"R","2486"
11/30/1989,"R","2487"
12/4/1989,"N","3531"
12/6/1989,"N","3534"
12/8/1989,"S","2374"
10/20/1989,"N","3476"
10/24/1989,"N","3482"
10/25/1989,"N","3485"
10/30/1989,"R","2475"
10/31/1989,"N","3490"
10/31/1989,"S","2357"
11/2/1989,"N","3496"
11/3/1989,"N","3498"
11/8/1989,"N","3503"
9/20/1989,"R","2463"
9/22/1989,"N","3433"
9/22/1989,"N","3434"
9/25/1989,"N","3437"
9/27/1989,"N","3442"
9/28/1989,"N","3444"
10/2/1989,"N","3451"
10/3/1989,"S","2347"
10/10/1989,"N","3457"
10/10/1989,"R","2469"
8/28/1989,"N","3411"
8/31/1989,"N","3413"
9/5/1989,"N","3417"
11/18/1988,"N","3169"
11/18/1988,"N","3170"
9/8/1989,"N","3424"
9/11/1989,"N","3425"
9/15/1989,"R","2460"
9/15/1989,"N","3428"
9/18/1989,"S","2336"
8/21/1989,"N","3404"
8/21/1989,"N","3405"
8/21/1989,"S","2320"
8/23/1989,"R","2442"
5/12/1989,"R","2385"
5/24/1989,"R","2393"
5/25/1989,"R","2395"
6/5/1989,"R","2397"
4/26/1989,"R","2372"
4/28/1989,"R","2373"
8/14/1989,"N","3391"
8/15/1989,"N","3394"
5/1/1989,"N","3295"
5/24/1989,"N","3314"
5/26/1989,"N","3317"
6/9/1989,"N","3328"
6/20/1989,"N","3341"
4/12/1989,"S","2256"
8/22/1988,"N","3108"
4/14/1989,"N","3278"
4/20/1989,"N","3284"
4/21/1989,"N","3286"
7/6/1989,"S","2299"
7/13/1989,"S","2302"
7/5/1989,"R","2419"
7/18/1989,"R","2428"
5/16/1989,"S","2273"
7/24/1989,"N","3368"
6/29/1989,"S","2294"
7/26/1989,"N","3371"
7/31/1989,"N","3375"
8/1/1989,"N","3378"
4/9/1997,"S","4381"
4/9/1997,"N","5752"
4/14/1997,"S","4383"
4/14/1997,"S","4384"
4/14/1997,"N","5757"
4/14/1997,"N","5758"
4/15/1997,"S","4391"
4/16/1997,"S","4392"
4/16/1997,"S","4393"
4/17/1997,"N","5768"
4/21/1997,"N","5769"
4/21/1997,"N","5771"
4/22/1997,"N","5773"
4/22/1997,"N","5774"
6/27/1989,"R","2415"
3/20/1997,"N","5732"
3/25/1997,"N","5735"
3/27/1997,"S","4365"
3/31/1997,"N","5742"
3/31/1997,"S","4367"
4/2/1997,"S","4370"
3/3/1997,"S","4326"
3/4/1997,"S","4328"
3/4/1997,"S","4329"
3/10/1997,"S","4341"
3/14/1997,"S","4348"
3/11/1997,"R","3132"
2/6/1997,"S","4294"
2/12/1997,"S","4297"
2/13/1997,"N","5692"
2/13/1997,"N","5693"
2/18/1997,"N","5698"
2/18/1997,"N","5699"
2/18/1997,"S","4308"
2/18/1997,"S","4310"
2/20/1997,"N","5704"
2/25/1997,"S","4318"
2/25/1997,"S","4320"
1/21/1997,"S","4268"
1/23/1997,"N","5666"
1/23/1997,"N","5667"
1/23/1997,"S","4272"
1/23/1997,"S","4273"
1/27/1997,"S","4276"
1/27/1997,"N","5670"
1/30/1997,"N","5676"
2/4/1997,"N","5682"
12/26/1996,"S","4247"
12/26/1996,"S","4248"
12/30/1996,"S","4250"
1/3/1997,"N","5642"
1/13/1997,"N","5655"
11/29/1996,"S","4219"
11/29/1996,"S","4222"
11/29/1996,"N","5610"
12/5/1996,"N","5614"
12/6/1996,"N","5616"
12/11/1996,"N","5620"
12/12/1996,"S","4234"
12/12/1996,"N","5625"
12/17/1996,"R","3120"
12/19/1996,"N","5630"
12/19/1996,"R","3122"
11/4/1996,"N","5579"
11/5/1996,"S","4193"
11/6/1996,"N","5581"
11/6/1996,"S","4196"
11/8/1996,"S","4201"
11/14/1996,"S","4211"
11/20/1996,"N","5605"
10/15/1996,"N","5558"
10/15/1996,"N","5561"
10/15/1996,"S","4172"
10/7/1996,"N","5550"
10/17/1996,"N","5567"
10/23/1996,"N","5572"
10/30/1996,"N","5574"
10/30/1996,"S","4184"
10/31/1996,"R","3112"
9/18/1996,"S","4141"
9/19/1996,"S","4145"
9/24/1996,"N","5535"
9/30/1996,"N","5540"
9/30/1996,"S","4157"
10/11/1996,"S","4170"
10/2/1996,"R","3107"
10/10/1996,"N","5553"
10/10/1996,"R","3109"
10/2/1996,"N","5549"
8/22/1996,"N","5497"
8/23/1996,"N","5498"
8/29/1996,"N","5503"
8/29/1996,"S","4121"
9/4/1996,"N","5511"
9/4/1996,"S","4131"
9/12/1996,"S","4137"
7/31/1996,"N","5476"
8/19/1996,"N","5492"
8/19/1996,"S","4112"
8/21/1996,"N","5494"
6/28/1996,"S","4055"
7/2/1996,"N","5458"
7/2/1996,"S","4062"
7/5/1996,"N","5461"
7/8/1996,"N","5462"
7/12/1996,"N","5465"
7/15/1996,"S","4074"
7/17/1996,"S","4075"
7/17/1996,"N","5469"
7/19/1996,"S","4078"
7/25/1996,"S","4083"
7/25/1996,"S","4084"
6/4/1996,"S","4030"
6/19/1996,"S","4046"
6/26/1996,"S","4052"
5/6/1996,"N","5416"
5/15/1996,"S","4007"
5/15/1996,"S","4008"
5/21/1996,"S","4013"
5/23/1996,"S","4019"
4/9/1996,"S","3974"
4/9/1996,"S","3975"
4/10/1996,"N","5390"
4/11/1996,"N","5394"
4/19/1996,"N","5400"
4/23/1996,"R","3081"
4/29/1996,"N","5408"
5/1/1996,"R","3085"
3/22/1996,"N","5373"
3/22/1996,"S","3952"
3/27/1996,"S","3958"
4/4/1996,"S","3971"
4/5/1996,"N","5387"
2/26/1996,"N","5345"
2/26/1996,"R","3067"
2/1/1996,"S","3887"
2/27/1996,"S","3920"
2/28/1996,"S","3921"
3/4/1996,"N","5357"
3/6/1996,"S","3927"
3/8/1996,"S","3933"
3/11/1996,"N","5364"
2/6/1996,"S","3892"
2/6/1996,"S","3893"
2/9/1996,"S","3896"
2/13/1996,"N","5333"
2/14/1996,"S","3901"
2/15/1996,"S","3906"
2/16/1996,"S","3909"
2/23/1996,"S","3910"
2/21/1996,"N","5340"
1/23/1996,"S","3872"
1/26/1996,"S","3880"
1/29/1996,"N","5314"
1/8/1996,"S","3847"
1/9/1996,"S","3852"
1/9/1996,"N","5274"
1/9/1996,"N","5276"
1/10/1996,"N","5283"
1/16/1996,"N","5291"
11/6/1995,"N","5236"
11/8/1995,"N","5242"
11/9/1995,"S","3822"
12/7/1995,"N","5258"
12/11/1995,"N","5259"
10/16/1995,"S","3799"
10/18/1995,"N","5219"
10/24/1995,"S","3807"
10/26/1995,"N","5231"
10/25/1995,"N","5230"
10/30/1995,"S","3810"
9/5/1995,"N","5180"
9/6/1995,"N","5183"
9/15/1995,"S","3776"
9/19/1995,"N","5195"
9/26/1995,"N","5201"
10/5/1995,"S","3787"
8/10/1995,"N","5154"
8/22/1995,"N","5166"
8/22/1995,"N","5167"
8/22/1995,"N","5170"
8/28/1995,"N","5174"
8/28/1995,"S","3761"
7/14/1995,"S","3721"
7/19/1995,"S","3723"
7/27/1995,"N","5145"
8/2/1995,"S","3742"
8/2/1995,"N","5150"
6/21/1995,"N","5112"
6/26/1995,"N","5117"
6/29/1995,"N","5122"
6/30/1995,"N","5125"
7/3/1995,"S","3710"
7/5/1995,"S","3711"
7/5/1995,"N","5127"
7/6/1995,"S","3713"
7/10/1995,"S","3714"
5/12/1995,"N","5089"
5/23/1995,"N","5101"
5/24/1995,"R","3023"
5/30/1995,"S","3679"
