"PLAN_CTRL_CD","PLAN_CTRL_NUM","MMS_COMPANY_NUM","BUS_ASC_NAME","PLAN_TYPE_CODE","PLAN_RECV_DATE","PLAN_COORDINATOR"
"N","4411","02219","Anadarko US Offshore LLC","POE",12/30/1992,"GN"
"N","4412","01351","General Atlantic Resources, Inc.","POE",12/31/1992,"DT"
"N","4413","00185","Samedan Oil Corporation","POE",12/31/1992,"AG"
"N","4414","00724","Marathon Oil Company","POE",1/7/1993,"MT"
"N","4415","00560","Seneca Resources Corporation","POE",1/8/1993,"AG"
"N","4416","01103","EOG Resources, Inc.","POE",1/12/1993,"DT"
"N","4417","00689","Shell Offshore Inc.","POE",1/12/1993,"GN"
"N","4418","00114","BP America Production Company","POE",1/13/1993,"MT"
"N","4419","00078","Chevron U.S.A. Inc.","POE",1/19/1993,"GN"
"N","4420","00114","BP America Production Company","POE",1/25/1993,"DT"
"N","4421","00114","BP America Production Company","POE",1/25/1993,"AG"
"N","4422","00689","Shell Offshore Inc.","DOCD",1/27/1993,"MT"
"N","4423","00962","EP Operating Limited Partnership","POE",1/27/1993,"GN"
"N","4424","00415","Energy Development Corporation","POE",1/29/1993,"DT"
"N","4425","01334","LLECO Holdings, Inc.","POE",1/29/1993,"AG"
"N","4426","00078","Chevron U.S.A. Inc.","DOCD",1/29/1993,"MT"
"N","4427","00981","Anadarko Petroleum Corporation","POE",1/29/1993,"GN"
"N","4428","00056","ConocoPhillips Company","POE",2/8/1993,"DT"
"N","4429","00250","ORYX ENERGY COMPANY","DOCD",2/10/1993,"AG"
"N","4430","01089","Norcen Explorer, Inc.","POE",2/11/1993,"MT"
"N","4431","00689","Shell Offshore Inc.","POE",2/11/1993,"GN"
"N","4432","02219","Anadarko US Offshore LLC","POE",2/11/1993,"DT"
"N","4433","00059","Hess Corporation","POE",2/11/1993,"AG"
"N","4434","01956","Seagull Energy E&P Inc.","POE",2/17/1993,"MT"
"N","4435","00730","Walter Oil & Gas Corporation","DOCD",2/18/1993,"GN"
"N","4436","00730","Walter Oil & Gas Corporation","DOCD",2/18/1993,"DT"
"N","4437","00059","Hess Corporation","POE",2/19/1993,"AG"
"N","4438","01689","Murphy Exploration & Production Company","POE",2/19/1993,"MT"
"N","4439","00818","Mariner Energy, Inc.","POE",2/22/1993,"GN"
"N","4440","00185","Samedan Oil Corporation","POE",2/24/1993,"DT"
"N","4441","01334","LLECO Holdings, Inc.","POE",2/24/1993,"AG"
"N","4442","00967","Atlantic Richfield Company","POE",2/25/1993,"MT"
"N","4443","01284","W & T Offshore, Inc.","POE",3/2/1993,"GN"
"N","4444","01956","Seagull Energy E&P Inc.","DOCD",3/4/1993,"DT"
"N","4445","01138","El Paso Production GOM Inc.","POE",3/5/1993,"AG"
"N","4446","00114","BP America Production Company","POE",3/5/1993,"MT"
"N","4447","00114","BP America Production Company","POE",3/5/1993,"GN"
"N","4448","00114","BP America Production Company","POE",3/5/1993,"DT"
"N","4449","01689","Murphy Exploration & Production Company","POE",3/8/1993,"AG"
"N","4450","01295","Falcon Offshore Operating Company","DOCD",3/8/1993,"MT"
"N","4451","02145","Blazer Energy Corp.","POE",3/8/1993,"GN"
"N","4452","01489","BG Exploration America, Inc.","POE",3/8/1993,"DT"
"N","4453","00689","Shell Offshore Inc.","POE",3/10/1993,"AG"
"N","4454","02246","St. Mary Energy Company","POE",3/10/1993,"MT"
"N","4455","00148","Anadarko E&P Company LP","POE",3/11/1993,"GN"
"N","4457","00730","Walter Oil & Gas Corporation","DOCD",3/17/1993,"AG"
"N","4458","00730","Walter Oil & Gas Corporation","DOCD",3/17/1993,"MT"
"N","4459","00148","Anadarko E&P Company LP","POE",3/18/1993,"GN"
"N","4461","00231","Pogo Producing Company","POE",3/22/1993,"AG"
"N","4462","00162","Eni Petroleum Co. Inc.","POE",3/23/1993,"MT"
"N","4463","02054","Tatham Offshore Development, Inc.","DOCD",3/23/1993,"GN"
"N","4465","00078","Chevron U.S.A. Inc.","POE",3/25/1993,"AG"
"N","4466","01956","Seagull Energy E&P Inc.","POE",3/29/1993,"MT"
"N","4467","01247","Statoil Exploration (US) Inc.","DOCD",3/29/1993,"GN"
"N","4469","01091","Gulfstream Resources, Inc.","DOCD",3/31/1993,"AG"
"N","4470","02219","Anadarko US Offshore LLC","DOCD",4/1/1993,"MT"
"N","4471","00078","Chevron U.S.A. Inc.","DOCD",4/5/1993,"GN"
"N","4472","01956","Seagull Energy E&P Inc.","POE",4/5/1993,"DT"
"N","4473","00059","Hess Corporation","POE",4/5/1993,"AG"
"N","4475","01138","El Paso Production GOM Inc.","DOCD",4/12/1993,"GN"
"N","4476","01001","IP Petroleum Company, Inc.","POE",4/12/1993,"DT"
"N","4478","00059","Hess Corporation","POE",4/15/1993,"MT"
"N","3824","01364","Newfield Exploration Company","POE",8/27/1990,"MT"
"N","3826","01680","BP Exploration & Oil Inc.","POE",8/27/1990,"DT"
"N","3827","01680","BP Exploration & Oil Inc.","POE",8/27/1990,"AG"
"N","3828","01316","Flash Gas & Oil Southwest, Inc.","DOCD",8/28/1990,"MT"
"N","3829","00967","Atlantic Richfield Company","DOCD",8/28/1990,"WW"
"N","3830","00689","Shell Offshore Inc.","DOCD",8/28/1990,"DT"
"N","3832","02225","Freeport-McMoRan Sulphur Inc.","POE",8/29/1990,"MT"
"N","3834","00078","Chevron U.S.A. Inc.","DOCD",9/5/1990,"DT"
"N","3835","00250","ORYX ENERGY COMPANY","POE",9/5/1990,"AG"
"N","3836","01550","Unocal Exploration Corporation","POE",9/6/1990,"MT"
"N","3838","01225","Wayman W. Buchanan, Inc.","DOCD",9/10/1990,"DT"
"N","3839","01550","Unocal Exploration Corporation","POE",9/10/1990,"AG"
"N","3840","00967","Atlantic Richfield Company","POE",9/10/1990,"MT"
"N","3841","00105","Apache Corporation","DOCD",9/10/1990,"WW"
"N","3843","00250","ORYX ENERGY COMPANY","POE",9/12/1990,"AG"
"N","3844","00582","PG&E Resources Offshore Company","POE",9/12/1990,"MT"
"N","3845","01225","Wayman W. Buchanan, Inc.","DOCD",9/13/1990,"WW"
"N","3847","00059","Hess Corporation","POE",9/17/1990,"AG"
"N","3849","00059","Hess Corporation","POE",9/17/1990,"WW"
"N","3850","01374","Transco Exploration and Production Company","POE",9/19/1990,"DT"
"N","3852","01364","Newfield Exploration Company","POE",9/20/1990,"MT"
"N","3853","00066","Placid Oil Company","POE",9/20/1990,"WW"
"N","3854","01550","Unocal Exploration Corporation","DOCD",9/21/1990,"DT"
"N","3855","00114","BP America Production Company","DOCD",9/21/1990,"AG"
"N","3857","00846","Hall-Houston Oil Company","DOCD",9/24/1990,"WW"
"N","3858","01956","Seagull Energy E&P Inc.","DOCD",9/24/1990,"DT"
"N","3859","01550","Unocal Exploration Corporation","POE",9/24/1990,"AG"
"N","3860","00059","Hess Corporation","POE",9/24/1990,"MT"
"N","3861","01046","The Houston Exploration Company","DOCD",9/26/1990,"WW"
"N","3863","00689","Shell Offshore Inc.","POE",9/26/1990,"AG"
"N","3864","00748","SOCO Offshore, Inc.","DOCD",9/26/1990,"MT"
"N","3866","00846","Hall-Houston Oil Company","DOCD",10/1/1990,"DT"
"N","3867","00276","Exxon Mobil Corporation","POE",10/2/1990,"AG"
"N","3868","00185","Samedan Oil Corporation","DOCD",10/2/1990,"MT"
"N","3869","00114","BP America Production Company","POE",10/2/1990,"WW"
"N","3871","00962","EP Operating Limited Partnership","POE",10/5/1990,"AG"
"N","3872","01680","BP Exploration & Oil Inc.","POE",10/9/1990,"MT"
"N","3874","00059","Hess Corporation","DOCD",10/10/1990,"DT"
"N","3875","01815","Santa Fe Minerals, Inc.","DOCD",10/11/1990,"AG"
"N","3876","00059","Hess Corporation","POE",10/11/1990,"MT"
"N","3877","00967","Atlantic Richfield Company","POE",10/11/1990,"WW"
"N","3879","02225","Freeport-McMoRan Sulphur Inc.","DOCD",10/12/1990,"AG"
"N","3880","00232","Odeco Oil & Gas Company","DOCD",10/15/1990,"MT"
"N","3881","01500","TOTAL E&P USA, INC.","DOCD",10/15/1990,"WW"
"N","3882","00981","Anadarko Petroleum Corporation","DOCD",10/15/1990,"DT"
"N","3883","01550","Unocal Exploration Corporation","POE",10/16/1990,"AG"
"N","3885","01500","TOTAL E&P USA, INC.","POE",10/17/1990,"WW"
"N","3886","01680","BP Exploration & Oil Inc.","POE",10/22/1990,"DT"
"R","846","01291","Pennzoil Exploration and Production Company","POD",6/2/1983,"ES"
"R","854","00677","Howell Petroleum Corporation","DOCD",6/8/1983,"ES"
"R","859","01689","Murphy Exploration & Production Company","POE",6/20/1983,"ES"
"R","861","01750","Pennzoil Exploration and Production Company","POE",6/23/1983,"ES"
"R","872","01689","Murphy Exploration & Production Company","POE",7/11/1983,"ES"
"R","874","01689","Murphy Exploration & Production Company","POE",7/15/1983,"ES"
"R","877","00677","Howell Petroleum Corporation","DOCD",7/21/1983,"ES"
"R","884","00185","Samedan Oil Corporation","POD",8/3/1983,"ES"
"R","888","01689","Murphy Exploration & Production Company","POE",8/19/1983,"ES"
"R","890","01832","Forcenergy Inc","POE",8/19/1983,"ES"
"R","896","00672","Seagull Energy E&P Inc.","POE",9/2/1983,"ES"
"R","897","00001","Conoco Inc.","POE",9/6/1983,"ES"
"R","2324","00162","Eni Petroleum Co. Inc.","POE",2/28/1989,"ES"
"R","2325","01689","Murphy Exploration & Production Company","POE",3/1/1989,"ES"
"R","2326","00963","FMP Operating Company, a Limited Partnership","POE",3/3/1989,"ES"
"R","2327","01904","Burlington Resources Offshore Inc.","POE",3/3/1989,"ES"
"R","2328","00898","Energen Resources MAQ, Inc.","POE",3/6/1989,"ES"
"R","2329","00162","Eni Petroleum Co. Inc.","POE",3/6/1989,"ES"
"R","2330","01103","EOG Resources, Inc.","POE",3/6/1989,"ES"
"R","2331","00114","BP America Production Company","POE",3/7/1989,"ES"
"R","2332","02225","Freeport-McMoRan Sulphur Inc.","POE",3/8/1989,"ES"
"R","2333","01500","TOTAL E&P USA, INC.","POE",3/9/1989,"ES"
"R","2334","01385","Chieftain International (U.S.) Inc.","DOCD",3/9/1989,"ES"
"R","2335","01279","Gulfstar Operating Company","POE",3/10/1989,"ES"
"R","2336","00078","Chevron U.S.A. Inc.","POE",3/10/1989,"ES"
"R","2337","01364","Newfield Exploration Company","POE",3/14/1989,"ES"
"R","2338","00276","Exxon Mobil Corporation","DOCD",3/14/1989,"ES"
"R","2339","00162","Eni Petroleum Co. Inc.","POE",3/14/1989,"ES"
"R","2340","00967","Atlantic Richfield Company","POE",3/16/1989,"ES"
"R","2341","02140","Shell Deepwater Production Inc.","POE",3/16/1989,"ES"
"R","2342","00276","Exxon Mobil Corporation","POE",3/20/1989,"ES"
"R","2343","00078","Chevron U.S.A. Inc.","POE",3/20/1989,"ES"
"R","2344","00078","Chevron U.S.A. Inc.","POE",3/20/1989,"ES"
"R","2345","00078","Chevron U.S.A. Inc.","POE",3/20/1989,"ES"
"R","2346","00162","Eni Petroleum Co. Inc.","POE",3/21/1989,"ES"
"R","2347","00457","Ashland Exploration Holdings, Inc.","POE",3/21/1989,"ES"
"R","2348","01956","Seagull Energy E&P Inc.","POE",3/23/1989,"ES"
"R","2349","00250","ORYX ENERGY COMPANY","POE",3/28/1989,"ES"
"R","2350","01364","Newfield Exploration Company","POE",3/28/1989,"ES"
"R","2351","00774","Taylor Energy Company","DOCD",3/29/1989,"ES"
"R","898","00001","Conoco Inc.","POE",9/6/1983,"ES"
"N","2770","00040","Texaco Inc.","POE",8/24/1987,"ES"
"N","2773","01764","Energy Resource Technology, Inc.","POE",8/31/1987,"ES"
"N","2775","00059","Hess Corporation","POE",8/31/1987,"ES"
"N","2776","00078","Chevron U.S.A. Inc.","POE",8/31/1987,"ES"
"N","2777","00040","Texaco Inc.","DOCD",9/1/1987,"ES"
"N","2780","00730","Walter Oil & Gas Corporation","POE",9/3/1987,"ES"
"N","2781","00148","Anadarko E&P Company LP","POE",9/3/1987,"ES"
"N","2782","01550","Unocal Exploration Corporation","POE",9/3/1987,"ES"
"N","2786","01138","El Paso Production GOM Inc.","DOCD",9/14/1987,"ES"
"N","2787","00491","EP Energy Management, L.L.C.","DOCD",9/14/1987,"ES"
"N","2788","00689","Shell Offshore Inc.","DOCD",9/15/1987,"ES"
"N","2789","00185","Samedan Oil Corporation","DOCD",9/15/1987,"ES"
"N","2795","00105","Apache Corporation","POE",9/17/1987,"ES"
"N","2796","00105","Apache Corporation","POE",9/17/1987,"ES"
"N","2801","01513","Callon Petroleum Operating Company","POE",9/18/1987,"ES"
"N","2802","01855","Vastar Resources, Inc.","POE",9/22/1987,"ES"
"N","2803","00828","Cockrell Oil Corporation","POE",9/23/1987,"ES"
"N","2806","01344","Seastar Energy Corporation","DOCD",9/24/1987,"ES"
"N","2809","00105","Apache Corporation","DOCD",9/28/1987,"ES"
"N","2810","00105","Apache Corporation","DOCD",9/28/1987,"ES"
"N","2811","00185","Samedan Oil Corporation","DOCD",9/28/1987,"ES"
"N","2813","00078","Chevron U.S.A. Inc.","POE",9/30/1987,"ES"
"N","2817","00730","Walter Oil & Gas Corporation","DOCD",10/1/1987,"ES"
"N","2818","00730","Walter Oil & Gas Corporation","DOCD",10/1/1987,"ES"
"N","2820","00056","ConocoPhillips Company","DOCD",10/1/1987,"ES"
"N","2821","00846","Hall-Houston Oil Company","DOCD",10/5/1987,"ES"
"N","2824","00078","Chevron U.S.A. Inc.","POE",10/7/1987,"MT"
"N","2825","00066","Placid Oil Company","DOCD",10/7/1987,"ES"
"N","2826","00185","Samedan Oil Corporation","DOCD",10/8/1987,"ES"
"N","2829","01123","Raintree Resources, Inc.","DOCD",10/16/1987,"ES"
"N","2830","00148","Anadarko E&P Company LP","DOCD",10/19/1987,"ES"
"N","2831","01550","Unocal Exploration Corporation","POE",10/19/1987,"ES"
"N","2833","00689","Shell Offshore Inc.","DOCD",10/23/1987,"ES"
"N","2834","00059","Hess Corporation","POE",10/23/1987,"ES"
"N","2835","00083","The Louisiana Land and Exploration Company","DOCD",10/26/1987,"ES"
"N","2836","02211","Newfield Exploration Gulf Coast LLC","POE",10/27/1987,"ES"
"N","2837","00114","BP America Production Company","DOCD",10/27/1987,"ES"
"N","2840","00582","PG&E Resources Offshore Company","POE",10/28/1987,"ES"
"N","2844","00056","ConocoPhillips Company","DOCD",11/3/1987,"ES"
"N","2849","01855","Vastar Resources, Inc.","POE",11/6/1987,"ES"
"N","2851","00420","Rutherford Oil Corporation","POE",11/10/1987,"ES"
"N","2852","01643","UMC Petroleum Corporation","POE",11/12/1987,"ES"
"N","2855","00689","Shell Offshore Inc.","POE",11/20/1987,"ES"
"N","2858","00985","Union Exploration Partners, Ltd.","POE",11/25/1987,"ES"
"N","2859","00148","Anadarko E&P Company LP","POE",11/25/1987,"ES"
"N","2865","00236","El Paso Production Company","DOCD",12/1/1987,"ES"
"N","2866","00282","Dominion Exploration & Production, Inc.","POE",12/2/1987,"ES"
"N","2867","00491","EP Energy Management, L.L.C.","DOCD",12/4/1987,"ES"
"N","2870","01689","Murphy Exploration & Production Company","POE",12/10/1987,"ES"
"N","2872","02018","Stone Energy, L.L.C.","DOCD",12/11/1987,"ES"
"N","2873","00105","Apache Corporation","DOCD",12/11/1987,"ES"
"N","2874","01956","Seagull Energy E&P Inc.","POE",12/14/1987,"ES"
"N","2875","01956","Seagull Energy E&P Inc.","POE",12/14/1987,"ES"
"N","2876","00105","Apache Corporation","POE",12/16/1987,"ES"
"N","2877","00722","Koch Exploration Company","POE",12/18/1987,"ES"
"N","2878","00540","MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.","DOCD",12/21/1987,"ES"
"N","2880","00276","Exxon Mobil Corporation","DOCD",12/22/1987,"ES"
"N","2882","00185","Samedan Oil Corporation","POE",12/23/1987,"ES"
"N","2884","01904","Burlington Resources Offshore Inc.","DOCD",12/30/1987,"ES"
"N","2885","00724","Marathon Oil Company","POE",1/4/1988,"ES"
"N","2886","00148","Anadarko E&P Company LP","POE",1/5/1988,"ES"
"N","2891","00730","Walter Oil & Gas Corporation","POE",1/11/1988,"ES"
"N","2892","01956","Seagull Energy E&P Inc.","POE",1/13/1988,"ES"
"N","2893","00105","Apache Corporation","DOCD",1/13/1988,"ES"
"N","2894","00114","BP America Production Company","DOCD",1/13/1988,"ES"
"N","2895","01225","Wayman W. Buchanan, Inc.","POE",1/14/1988,"ES"
"N","2897","01102","Century Offshore Management Corporation","DOCD",1/14/1988,"ES"
"N","2899","00105","Apache Corporation","POE",1/14/1988,"ES"
"N","2900","01956","Seagull Energy E&P Inc.","POE",1/13/1988,"ES"
"N","2901","00672","Seagull Energy E&P Inc.","POE",1/15/1988,"ES"
"N","2903","02070","Tri-Union Development Corporation","POE",1/15/1988,"ES"
"R","2025","01689","Murphy Exploration & Production Company","POE",1/6/1988,"ES"
"R","2027","01689","Murphy Exploration & Production Company","POE",1/8/1988,"ES"
"R","2038","01777","Devon Louisiana Corporation","DOCD",1/27/1988,"ES"
"R","2044","00105","Apache Corporation","DOCD",2/4/1988,"ES"
"R","2047","00282","Dominion Exploration & Production, Inc.","POE",2/8/1988,"ES"
"R","2048","01102","Century Offshore Management Corporation","POE",2/9/1988,"ES"
"R","2051","01874","Tatham Offshore, Inc.","POE",2/10/1988,"ES"
"R","2052","00145","J. M. Huber Corporation","DOCD",2/10/1988,"ES"
"R","2057","00771","Texaco Exploration and Production Inc.","DOCD",2/18/1988,"ES"
"R","2059","00105","Apache Corporation","POE",2/19/1988,"ES"
"R","2062","00771","Texaco Exploration and Production Inc.","DOCD",2/24/1988,"ES"
"R","2066","01680","BP Exploration & Oil Inc.","POE",3/1/1988,"ES"
"R","2068","01689","Murphy Exploration & Production Company","DOCD",3/2/1988,"ES"
"S","3306","00078","Chevron U.S.A. Inc.","DOCD",6/14/1994,"GN"
"S","3307","01689","Murphy Exploration & Production Company","DOCD",6/15/1994,"DT"
"S","3308","02054","Tatham Offshore Development, Inc.","POE",6/17/1994,"MT"
"S","3309","00185","Samedan Oil Corporation","POE",6/20/1994,"AG"
"S","3310","00185","Samedan Oil Corporation","POE",6/20/1994,"GN"
"S","3311","00003","Union Oil Company of California","DOCD",6/20/1994,"DT"
"S","3312","01750","Pennzoil Exploration and Production Company","DOCD",6/20/1994,"MT"
"S","3313","00748","SOCO Offshore, Inc.","POE",6/21/1994,"AG"
"S","3314","01103","EOG Resources, Inc.","POE",6/21/1994,"GN"
"S","3315","00114","BP America Production Company","DOCD",6/24/1994,"DT"
"S","3316","00689","Shell Offshore Inc.","DOCD",6/24/1994,"MT"
"S","3317","00689","Shell Offshore Inc.","POE",6/24/1994,"AG"
"S","3318","00148","Anadarko E&P Company LP","POE",6/24/1994,"GN"
"S","3319","01364","Newfield Exploration Company","DOCD",6/28/1994,"DT"
"S","3320","00003","Union Oil Company of California","DOCD",6/29/1994,"MT"
"S","3321","01689","Murphy Exploration & Production Company","DOCD",6/29/1994,"AG"
"S","3322","01138","El Paso Production GOM Inc.","DOCD",6/29/1994,"GN"
"S","3323","00282","Dominion Exploration & Production, Inc.","DOCD",6/29/1994,"DT"
"S","3324","00078","Chevron U.S.A. Inc.","DOCD",7/1/1994,"MT"
"S","3325","01689","Murphy Exploration & Production Company","POE",7/5/1994,"AG"
"S","3326","00083","The Louisiana Land and Exploration Company","POE",7/5/1994,"GN"
"S","3327","00083","The Louisiana Land and Exploration Company","DOCD",7/6/1994,"DT"
"S","3328","00415","Energy Development Corporation","POE",7/6/1994,"MT"
"S","3329","00276","Exxon Mobil Corporation","POE",7/6/1994,"AG"
"S","3330","00078","Chevron U.S.A. Inc.","DOCD",7/8/1994,"GN"
"S","3331","00962","EP Operating Limited Partnership","DOCD",7/11/1994,"DT"
"S","3332","01046","The Houston Exploration Company","POE",7/11/1994,"MT"
"S","3333","01815","Santa Fe Minerals, Inc.","POE",7/12/1994,"AG"
"S","3334","02219","Anadarko US Offshore LLC","POE",7/12/1994,"GN"
"S","3335","00818","Mariner Energy, Inc.","POE",7/12/1994,"DT"
"S","3336","00003","Union Oil Company of California","DOCD",7/13/1994,"MT"
"S","3337","01819","ATP Oil & Gas Corporation","DOCD",7/13/1994,"AG"
"S","3338","00689","Shell Offshore Inc.","DOCD",7/13/1994,"GN"
"S","3339","01364","Newfield Exploration Company","DOCD",7/14/1994,"DT"
"S","3340","00689","Shell Offshore Inc.","POE",7/14/1994,"MT"
"S","3341","00148","Anadarko E&P Company LP","DOCD",7/14/1994,"AG"
"S","3342","01138","El Paso Production GOM Inc.","POE",7/15/1994,"GN"
"S","3343","01935","Pioneer Natural Resources USA, Inc.","DOCD",7/20/1994,"DT"
"S","3344","00689","Shell Offshore Inc.","DOCD",7/22/1994,"MT"
"S","3345","01689","Murphy Exploration & Production Company","DOCD",7/22/1994,"AG"
"S","3346","00282","Dominion Exploration & Production, Inc.","POE",7/22/1994,"GN"
"S","3347","01956","Seagull Energy E&P Inc.","DOCD",7/22/1994,"DT"
"S","3348","00078","Chevron U.S.A. Inc.","DOCD",7/27/1994,"MT"
"S","3349","01055","Mobil Exploration and Producing North America Inc.","DOCD",7/28/1994,"AG"
"S","3350","01500","TOTAL E&P USA, INC.","DOCD",7/28/1994,"GN"
